,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_predictor__regressor,param_preprocess__func_transf__func__func,param_preprocess__num__poly__degree,param_predictor__func,param_predictor__inverse_func,param_predictor__regressor__alpha,param_predictor__regressor__learning_rate,param_preprocess__num__scaler,param_predictor__regressor__min_samples_split,param_predictor,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.14460043907165526,0.004489275586039579,0.02897672653198242,0.001469270679199021,LinearRegression(),,1,,,,,,,,"{'predictor__regressor': LinearRegression(), 'preprocess__func_transf__func__func': None, 'preprocess__num__poly__degree': 1}",0.35007457667746666,0.14172665418655528,-8.221630696063217,0.3064104595558884,0.3841987423304044,-1.4078440526625804,3.4079090837766866,14,0.379396647769737,0.44627751247273617,0.5482462660299512,0.40804869753878026,0.39006631536572034,0.43440708783538506,0.06129809594357103
1,0.17128801345825195,0.005600693964631526,0.03252677917480469,0.001940484889408822,LinearRegression(),,2,,,,,,,,"{'predictor__regressor': LinearRegression(), 'preprocess__func_transf__func__func': None, 'preprocess__num__poly__degree': 2}",-10.447777586523182,-64.63768808788129,-763.9002699281122,-1.3552162710966824,-464.3058202422333,-260.9293544231693,304.29981942077495,28,0.6645551553331464,0.7091667774760568,0.7132486486565717,0.7256752766135894,0.6994044875626666,0.7024100691284063,0.02071919791983789
2,0.14038467407226562,0.009554940448115279,0.03248991966247559,0.004135800238110986,LinearRegression(),<ufunc 'sqrt'>,1,,,,,,,,"{'predictor__regressor': LinearRegression(), 'preprocess__func_transf__func__func': <ufunc 'sqrt'>, 'preprocess__num__poly__degree': 1}",0.36035128934424787,0.1395449569018441,-8.24496053492947,0.3132070983058485,0.4197245262356458,-1.402426532828377,3.4225419364478515,8,0.37965044400016235,0.4461594251135176,0.5485216301516644,0.40722701422223617,0.38611588058855006,0.4335348788152261,0.06200891806788611
3,0.13636865615844726,0.008885542253335117,0.022753143310546876,0.0039465156041599,LinearRegression(),<ufunc 'sqrt'>,2,,,,,,,,"{'predictor__regressor': LinearRegression(), 'preprocess__func_transf__func__func': <ufunc 'sqrt'>, 'preprocess__num__poly__degree': 2}",-10.410202635224167,-54.18242411232646,-890.0004835982637,-1.3521440607973614,-464.83142454455,-284.15533579023236,348.56671540871946,35,0.6627661404511354,0.7061912804884607,0.7116979653959883,0.7232155522919068,0.6995750245908678,0.7006891926436718,0.020485615368903528
4,0.08231101036071778,0.007634561997953505,0.01737184524536133,0.00234112934048601,LinearRegression(),,1,<ufunc 'log'>,<ufunc 'exp'>,,,,,,"{'predictor__func': <ufunc 'log'>, 'predictor__inverse_func': <ufunc 'exp'>, 'predictor__regressor': LinearRegression(), 'preprocess__func_transf__func__func': None, 'preprocess__num__poly__degree': 1}",-2622.625456568657,0.10205654955546872,-22061815588364.996,0.15489165813564842,-3.2348420640841544,-4412363118198.119,8824726235083.438,43,0.12878289324260728,0.3140239111558325,-0.17774726956097697,0.05152804678871126,0.1062089736758326,0.08455931106040133,0.15809759167426324
5,0.06943755149841309,0.006343630057377518,0.015721893310546874,0.0009818776639793293,LinearRegression(),,2,<ufunc 'log'>,<ufunc 'exp'>,,,,,,"{'predictor__func': <ufunc 'log'>, 'predictor__inverse_func': <ufunc 'exp'>, 'predictor__regressor': LinearRegression(), 'preprocess__func_transf__func__func': None, 'preprocess__num__poly__degree': 2}",-5.494848326678459e+24,-10.087982521870941,-3.2690061912416995e+210,-16383413080484.807,-4936774.988940152,-6.538012382483399e+209,inf,63,0.1403610994850939,0.30939380443223896,-0.7045298258070276,0.09959209398020685,-1.5816019229525589,-0.34735695017240936,0.7099136586411907
6,0.07668843269348144,0.0037359647911223825,0.018543195724487305,0.003501786713349637,LinearRegression(),<ufunc 'sqrt'>,1,<ufunc 'log'>,<ufunc 'exp'>,,,,,,"{'predictor__func': <ufunc 'log'>, 'predictor__inverse_func': <ufunc 'exp'>, 'predictor__regressor': LinearRegression(), 'preprocess__func_transf__func__func': <ufunc 'sqrt'>, 'preprocess__num__poly__degree': 1}",-2428.891184263397,0.07623288170730191,-9373326726907.434,0.14958284370623032,-3.8252289896207357,-1874665345867.9849,3749330690519.7246,36,0.13456398730735808,0.2747692017418847,-0.028587065089431984,0.07574391339403452,0.19097271891057288,0.12949255125288364,0.10275107476887137
7,0.08922863006591797,0.013776360963025458,0.022170639038085936,0.00566307686621364,LinearRegression(),<ufunc 'sqrt'>,2,<ufunc 'log'>,<ufunc 'exp'>,,,,,,"{'predictor__func': <ufunc 'log'>, 'predictor__inverse_func': <ufunc 'exp'>, 'predictor__regressor': LinearRegression(), 'preprocess__func_transf__func__func': <ufunc 'sqrt'>, 'preprocess__num__poly__degree': 2}",-1.0313166534900593e+25,-9.021182915350867,-2.3472671787790496e+190,-40135518306.08914,-11698261.32222536,-4.6945343575581e+189,inf,56,0.3263792154571774,0.2560313242553617,-0.39049699527010096,0.15019185330702844,-1.4438664457471821,-0.2203522095995431,0.6616790398939306
8,0.10112161636352539,0.0049834258074327,0.0261258602142334,0.0017103608170453172,Ridge(),,1,,,0.1,,,,,"{'predictor__regressor': Ridge(), 'predictor__regressor__alpha': 0.1, 'preprocess__func_transf__func__func': None, 'preprocess__num__poly__degree': 1}",0.3501334913753481,0.14171870793669494,-8.222310425360178,0.3065271855545251,0.384201300811859,-1.40794594793635,3.4081982623792935,15,0.3793965507446784,0.4462774659937877,0.5482462487901387,0.4080486196785533,0.39006627375860203,0.43440703179315204,0.06129811787006948
9,0.12038512229919433,0.010445905844223176,0.03763599395751953,0.0036390367259752296,Ridge(),,2,,,0.1,,,,,"{'predictor__regressor': Ridge(), 'predictor__regressor__alpha': 0.1, 'preprocess__func_transf__func__func': None, 'preprocess__num__poly__degree': 2}",-10.448819096877783,-64.62553405008624,-764.1639590635567,-1.3555865131187153,-463.90000770262964,-260.8987812852538,304.3341512824705,27,0.6645550310035229,0.7091667138031945,0.7132485193009988,0.7256751260644774,0.6994042910613321,0.7024099362467051,0.020719197555795144
